feature_name,mean,std,min,max,median,q25,q75,skewness,kurtosis
feature_0,-0.09111697376876103,0.8698391267789669,-2.333748100233522,2.0754741047607883,0.0,-0.6216140659534806,0.37838593404651943,0.16008188117063962,0.5102286920898953
feature_1,0.12113963209028371,0.8971618997727056,-1.799409075395584,3.8121317316721535,0.0,-0.4518544378488655,0.5481455621511342,1.2066235059985522,3.422861415252928
feature_2,0.21394596894997617,1.040213967320017,-1.407600392200861,5.439354195663141,0.0,-0.42339281522406014,0.5766071847759399,2.3481820967406413,8.909947992305721
feature_3,0.15357773867545496,0.8755364315546964,-1.086374034817923,3.0241985589824396,0.0,-0.513095457432068,0.4869045425679318,1.3241788696227201,1.9361994783703178
feature_4,0.0437096656967538,0.7957854910504978,-2.8520658956456786,3.254759375807903,0.0,-0.4850252764174807,0.5149747235825188,0.3868459875394343,5.058501503700089
feature_5,0.03794729776058503,0.8116035899989718,-2.3490660655766185,3.380721531072623,0.0,-0.5014830722653711,0.4985169277346293,0.8376089925461873,3.988392069244802
feature_6,0.12216781463162983,0.897525071147366,-1.7956769325602944,3.817513353024012,0.0,-0.453964986160627,0.5460350138393733,1.209842629884839,3.4280615863282415
feature_7,-0.06779661016949148,0.8510095058056402,-2.2,1.5,0.0,-0.5,0.5,-0.7136725484680271,0.09556270395712918
feature_8,-0.016291973242708035,0.8176818126013157,-3.8538047823798873,1.7374291709447642,0.0,-0.5465826015437616,0.45341739845623896,-1.462765326419416,6.342921568964453
feature_9,0.2544644939077272,0.7974889055662161,-0.9690223172191752,2.6160208739036457,0.0,-0.3013525171272971,0.6986474828727027,1.2143989269325486,1.1293595322184835
feature_10,-0.12765841036268274,0.8917126968876582,-2.8037266154413483,1.453750278179039,0.0,-0.50098647272156,0.49901352727843984,-0.9292416617925873,1.0303018602663023
feature_11,-0.0677166467858315,0.7408697912983186,-2.19269942898641,1.5749464420142367,0.0,-0.525156514574922,0.47484348542507815,-0.41477774874050133,0.3310062791486348
feature_12,-0.050834861473238804,0.8441109760550924,-2.660493177208528,3.0152278391486838,0.0,-0.464193260104657,0.5358067398953426,0.050099309286384314,2.5176390082437274
feature_13,-0.062371382110349025,0.8844273089586158,-2.7113373664566778,3.6138806307934432,0.0,-0.6235881653620068,0.37641183463799355,0.7072761606534108,4.243718401514453
feature_14,-0.0365058670143416,0.7098820965163481,-2.769230769230769,1.4615384615384615,0.0,-0.5384615384615384,0.46153846153846156,-0.7352508251502197,2.0558091945474235
feature_15,-0.024505734653805674,0.7825299912733873,-2.447640777674909,1.89959442962025,0.0,-0.5549499149142079,0.445050085085792,-0.18053574805508393,0.8013325658244037
feature_16,0.05012071343378812,1.0647813904072234,-2.1837136994081483,3.1672105369499106,0.0,-0.5321900706667355,0.46780992933326504,0.41064372486238115,0.7205738612950641
feature_17,0.1373541027714612,1.1221024880238202,-1.8286326456932076,3.949857176153039,0.0,-0.5129518176186157,0.4870481823813845,1.0181635809890246,1.8746955651314492
feature_18,0.054999355009605434,0.9216197284787457,-1.708269277279286,2.1678229061544756,0.0,-0.5235951532636083,0.4764048467363917,0.5737402740705173,0.24331965564606017
feature_19,-0.12079053504219872,1.1034621299012601,-3.9369733878239646,2.783134584678061,0.0,-0.603210812915296,0.396789187084704,-0.2457857167310814,1.6627713965669102
feature_20,-0.07453280654569411,1.0729335706904957,-3.0579386873773005,2.9511587042946834,0.0,-0.5937149883499658,0.40628501165003417,0.1897349080516566,1.0608439916547967
feature_21,0.049246319712797616,1.0542401649494573,-2.1586911319929634,3.1236592873935236,0.0,-0.5305143814580028,0.4694856185419961,0.4126673365188,0.7219142079539247
feature_22,-0.08973080757726824,0.8594471801235763,-2.823529411764706,1.2941176470588236,0.0,-0.5294117647058824,0.47058823529411764,-1.1073895888095922,1.4347962748988978
feature_23,-0.09306063243309905,0.698103702566987,-3.1346806447519757,1.1789110410594266,0.0,-0.5773496565444679,0.4226503434555316,-1.1464032156515298,4.064060292046787
feature_24,-0.03785273340925259,0.7452986108890884,-1.7196563434622925,1.3864049186023866,0.0,-0.6070129687283401,0.39298703127165985,-0.07931446000961818,-0.5173196063583796
feature_25,-0.21838543569142366,0.9420064023317364,-2.9063829981975613,1.3521113626385244,0.0,-0.5428960200268134,0.45710397997318664,-1.1821962846085508,1.019103095599875
feature_26,-0.08276533076455805,1.0874564600273648,-5.906537033615426,1.6750163719427553,0.0,-0.511508295940114,0.48849170405988596,-2.6218722113749404,11.840290393566521
feature_27,0.0019883527868597923,0.9230967974420232,-2.619050027677098,2.850794766963345,0.0,-0.491581468169606,0.5084185318303942,-0.06491698692387192,1.2166793181309714
feature_28,0.11641471605116352,0.8291403187449436,-2.6397119777143843,1.964747191664113,0.0,-0.3958426260399337,0.6041573739600663,-0.08366874071355548,0.8459726600765416
feature_29,0.05887600356824262,0.8470575138849656,-2.736842105263158,1.7894736842105263,0.0,-0.3684210526315789,0.631578947368421,-0.6248377996824414,1.2614405048974842
feature_30,0.0011606021462196505,0.813973993922224,-2.4289319360160406,2.309083652298604,0.0,-0.5332122884229289,0.4667877115770712,0.09815300716903864,0.8493108845703343
feature_31,0.08000470035280288,0.7561866156304661,-1.827619104905899,1.5604409308310643,0.0,-0.3134960309976462,0.6865039690023534,-0.004055652909903964,-0.38929909411735375
feature_32,0.13724310061789916,0.7429959588559748,-1.4077952451254212,1.7538311257832002,0.0,-0.29102827880054705,0.7089717211994531,0.36463792422396435,-0.5441311271803886
feature_33,-0.02388630723680785,0.5616192713886828,-1.4904224919753737,0.9880613803694698,0.0,-0.5811515915449261,0.4188484084550739,-0.13464648191351644,-0.620937159839333
feature_34,-0.004835759565972249,0.7674987776484246,-2.740518689036094,1.5973222751077467,0.0,-0.4282936833989565,0.5717063166010439,-0.5891458195700446,1.3039947167205463
feature_35,0.04789557267447403,0.7544107360513622,-1.954027164967661,1.4917627664627318,0.0,-0.3967551332596091,0.6032448667403909,-0.20285130899950363,-0.11954190639710705
feature_36,0.0810718393497645,0.753795965239409,-1.816323668518628,1.5515996501516984,0.0,-0.31356903219877447,0.6864309678012255,-0.006462185207896715,-0.40334501873459416
feature_37,0.03631961259079905,1.159262763953881,-3.7142857142857144,2.2857142857142856,0.0,-0.42857142857142855,0.5714285714285714,-0.5691270832966158,0.9195818486955396
feature_38,-0.09415246807043214,0.6629701760552662,-2.7415437350977077,1.112111525727952,0.0,-0.5842610028955761,0.41573899710442386,-0.9631991802265851,2.394719824611119
feature_39,-0.14985013997025964,0.5768041227600292,-1.30539187789778,1.2008932858043206,0.0,-0.6887210314806592,0.3112789685193408,-0.10571660703622333,-0.5218687898668688
feature_40,-0.20052489847081809,0.6843570065042178,-1.8409449521543595,1.4273085348150372,0.0,-0.7763319962344264,0.22366800376557336,-0.49915965017133423,0.006797297354780962
feature_41,-0.13286031371090765,0.7521135803610534,-2.1896783740897603,1.1135923092869011,0.0,-0.63072583703131,0.36927416296868987,-0.6881935225466058,0.02190352114611338
feature_42,0.05932793441412686,0.9329195272561592,-1.7428217954547982,3.321393177461925,0.0,-0.4476102802136623,0.5523897197863379,0.6581633318804035,1.2399707636382695
feature_43,0.115224972730621,0.8195478195380484,-2.584018488898164,1.7864984619483582,0.0,-0.3099474021930543,0.6900525978069454,-0.2032728650360406,0.5335301579488698
feature_44,0.02477183833116038,0.7653671783232008,-2.4615384615384617,1.6923076923076923,0.0,-0.46153846153846156,0.5384615384615384,-0.3839229934161063,0.554753434073255
feature_45,0.011050305993920076,0.8052606691336265,-1.7627671023522886,2.2313151701592315,0.0,-0.5546662627336155,0.4453337372663845,0.20293771377491449,0.12355770541320377
feature_46,-0.14736230834134315,0.7558951945617872,-2.4746430554122,1.6462919690761957,0.0,-0.6799249488445194,0.3200750511554815,-0.673510470118724,0.6426064758092322
